str,en_US,en,fr,it,de,nl,es,cy,ca,zh,
start_tour,Start Tour,Start Tour,Démarrer la visite,Inizia il tour,Tour starten,Start Tour,Iniciar Tour,Cychwyn Tour-nl,,开始游览,
create_tour,Create tour,Create tour,Créer une visite,Crea tour,Tour erstellen,Tour maken,Crear tour,Creu tour-nl,,创建游览,
connect_to_a_different_hotspot_or_press_start_tour.,Connect to a different hotspot or press start tour.,Connect to a different hotspot or press start tour.,Connectez-vous à un autre point d'accès ou appuyez sur Démarrer la visite.,Connettiti a un hotspot diverso o premi Avvia tour.,Stellen Sie eine Verbindung zu einem anderen Hotspot her oder drücken Sie „Tour starten“.,Maak verbinding met een andere hotspot of druk op 'Start tour'.,Conéctese a un punto de acceso diferente o presione iniciar recorrido.,Cysylltwch √¢ man cychwyn gwahanol neu gwasgwch start tour.-nl,,连接到不同的热点或按开始游览。,
can‚Äôt_find_your_tour?,Can‚Äôt find your tour?,Can‚Äôt find your tour?,Vous ne trouvez pas votre circuit ?,Non riesci a trovare il tuo tour?,Sie können Ihre Tour nicht finden?,Kunt u uw tour niet vinden?,¿No encuentras tu tour?,Methu dod o hyd i'ch taith?-nl,,找不到您的旅行团？,
stop_audio,Stop Audio,Stop Audio,Arrêter l'audio,Interrompi audio,Audio stoppen,Audio stoppen,Detener el audio,Stopiwch Sain-nl,,停止音频,
start_audio,Start Audio,Start Audio,Démarrer l'audio,Avvia audio,Audio starten,Audio starten,Iniciar audio,Cychwyn Sain-nl,,开始音频,
joined_people,Joined People,Joined People,Personnes jointes,Persone unite,Verbundene Personen,Aangesloten mensen,Personas unidas,Ymunodd Pobl-nl,,加入的人,
search_poll_by_poll_name,Search poll by name,Search poll by name,Rechercher un sondage par nom,Cerca sondaggio per nome,Umfrage nach Namen suchen,Zoek poll op naam,Buscar encuesta por nombre,Chwilio arolwg barn yn √¥l enw-nl,,按名称搜索民意调查,
not_now,Not now,Not now,Pas maintenant,Non adesso,Nicht jetzt,Niet nu,Ahora no,Nid yn awr-nl,,现在不要,
add_photo_or_video_optional,Add Photo or Video,Add Photo or Video,Ajouter une photo ou une vidéo,Aggiungi foto o video,Foto oder Video hinzufügen,Foto of video toevoegen,Agregar foto o video,Ychwanegu Llun neu Fideo (Dewisol) -nl,,添加照片或视频,
billing_overview_is_not_present,Billing overview is not present,Billing overview is not present,L'aperçu de la facturation n'est pas présent,La panoramica della fatturazione non è presente,Rechnungsübersicht ist nicht vorhanden,Factureringsoverzicht is niet aanwezig,La descripción general de facturación no está presente,Nid yw trosolwg bilio yn bresennol-nl,,账单概览不存在,
total_tax_included,Total Tax Included,Total Tax Included,Total des taxes incluses,Totale tasse incluse,Gesamtsteuer inbegriffen,Totaal belasting inbegrepen,Impuestos totales incluidos,Cyfanswm Treth a Gynwysir-nl,,含税总额,
contact_staff,Contact Staff,Contact Staff,Contacter le personnel,Contatta lo staff,Kontakt,Contactpersoon,Personal de contacto,Cysylltwch √¢ Staff-nl,,联系工作人员,
profile_completed,Profile Completed,Profile Completed,Profil complété,Profilo completato,Profil abgeschlossen,Profiel voltooid,Perfil completado,Proffil Cwblhawyd-nl,,个人资料已完成,
complete_profile,Complete Profile,Complete Profile,Profil complet,Profilo completo,Vollständiges Profil,Volledig profiel,Perfil completo,Cwblhau Proffil-nl,,完整个人资料,
profile_to_appear_in_the_app,Complete all mandatory fields to activate your profile to appear in the app.,Complete all mandatory fields to activate your profile to appear in the app.,Remplissez tous les champs obligatoires pour activer votre profil afin qu'il apparaisse dans l'application.,Compila tutti i campi obbligatori per attivare il tuo profilo e renderlo visibile nell'app.,"Füllen Sie alle Pflichtfelder aus, um Ihr Profil für die Anzeige in der App zu aktivieren.",Vul alle verplichte velden in om uw profiel in de app te activeren.,Completa todos los campos obligatorios para activar tu perfil y que aparezca en la app.,Cwblhewch yr holl feysydd gorfodol i actifadu'ch proffil i ymddangos yn yr app-nl,,填写所有必填字段以激活您的个人资料并显示在应用程序中。,
access,Access,Access,Accéder,Accesso,Zugang,Toegang,Acceso,Mynediad-nl,,使用权,
email_us,Email Us,Email Us,Envoyez-nous un e-mail,Inviaci un'e-mail,Eine Kopie der E-Mail an mich senden.,Stuur ons een e-mail,Envíenos un correo electrónico,E-bostiwch Ni-nl,,给我们发电子邮件,
group_left,Group Left,Group Left,Groupe de gauche,Gruppo a sinistra,Gruppe links,Groep Links,Grupo Izquierda,Gr≈µp Chwith-nl,,左组,
you_have_left_the_community_successfully,You have left the community successfully.,You have left the community successfully.,Vous avez quitté la communauté avec succès.,Hai abbandonato la community con successo.,Sie haben die Community erfolgreich verlassen.,U hebt de community succesvol verlaten.,Has abandonado la comunidad con éxito.,Rydych chi wedi gadael y gymuned yn llwyddiannus.-nl,,您已成功离开社区。,
no_one_hase_joined,No one hase joined,No one hase joined,Personne n'a rejoint,Nessuno si è unito,Niemand ist beigetreten,Niemand heeft zich aangesloten,Nadie se ha unido,Nid oes neb wedi ymuno-nl,,还没有人加入,
yet,yet,yet,encore,Ancora,noch,nog,todavía,eto-nl,,然而,
people_not_found,People not found!,People not found!,Personnes non trouvées !,Persone non trovate!,Personen nicht gefunden!,Personen niet gevonden!,¡Personas no encontradas!,Pobl heb eu darganfod!-nl,,沒有找到人！,
there_are_no_companies_to_see_right_now,There are no companies to see right now,There are no companies to see right now,Il n'y a aucune entreprise à voir pour le moment,Al momento non ci sono aziende da vedere,Zurzeit sind keine Unternehmen zu sehen,Er zijn momenteel geen bedrijven te zien,No hay empresas para ver en este momento,Nid oes unrhyw gwmn√Øau i'w gweld ar hyn o bryd-nl,,目前没有可查看的公司,
active_membership,Active Membership,Active Membership,Adhésion active,Socio attivo,Aktive Mitgliedschaft,Actief lidmaatschap,Membresía activa,Aelodaeth Weithgar-nl,,活跃会员,
my_booking,My Booking,My Booking,Ma réservation,La mia prenotazione,Meine Buchung,Mijn boeking,Mi reserva,Fy Archeb-nl,,我的预订,
new_member_joined,New Member Joined,New Member Joined,Nouveau membre rejoint,Nuovo membro iscritto,Neues Mitglied beigetreten,Nieuw lid toegevoegd,Nuevo miembro se unió,Aelod Newydd Ymunodd-nl,,新成员加入,
new_members_joining,New members joining,New members joining,Nouveaux membres rejoignant,Nuovi membri che si uniscono,Neue Mitglieder treten bei,Nieuwe leden sluiten zich aan,Nuevos miembros que se unen,Aelodau newydd yn ymuno-nl,,新成员加入,
new_event_hosted,New event hosted,New event hosted,Nouvel événement organisé,Nuovo evento ospitato,Neue Veranstaltung veranstaltet,Nieuw evenement georganiseerd,Nuevo evento organizado,Digwyddiad newydd wedi'i gynnal-nl,,举办新活动,
new_chat_started_at,New Chat started at,New Chat started at,Nouveau chat commencé à,Nuova chat iniziata alle,Neuer Chat gestartet um,Nieuwe chat gestart om,Nuevo chat iniciado en,Dechreuodd Sgwrs Newydd am-nl,,新聊天开始于,
new_article_is_posted,New Article posted,New Article posted,Nouvel article publié,Nuovo articolo pubblicato,Neuer Artikel veröffentlicht,Nieuw artikel geplaatst,Nuevo artículo publicado,Erthygl Newydd wedi'i phostio-nl,,已发布新文章,
account_settings,Account Settings,Account Settings,Paramètres du compte,Impostazioni dell'account,Kontoeinstellungen,Accountinstellingen,Configuraciones de la cuenta,Gosodiadau Cyfrif-nl,,帐户设置,
complete_your_profile_so_other_can_know_about_you,Complete your profile so other can know about you,Complete your profile so other can know about you,Complétez votre profil pour que les autres puissent vous connaître,Completa il tuo profilo in modo che gli altri possano sapere di te,"Vervollständigen Sie Ihr Profil, damit andere mehr über Sie erfahren",Maak je profiel compleet zodat anderen jou kunnen leren kennen,Completa tu perfil para que otros puedan saber de ti,Cwblhewch eich proffil fel y gall eraill wybod amdanoch chi-nl,,完善您的个人资料，以便其他人了解您,
delete_profile,Delete Profile,Delete Profile,Supprimer le profil,Elimina profilo,Profil löschen,Profiel verwijderen,Eliminar perfil,Dileu Proffil-nl,,删除个人资料,
delete_your_profile_and_chat_post,"Delete your profile and chat, post","Delete your profile and chat, post","Supprimez votre profil et discutez, publiez","Elimina il tuo profilo e chatta, pubblica","Löschen Sie Ihr Profil und chatten, posten","Verwijder je profiel en chat, post","Elimina tu perfil y chatea, publica","Dileu eich proffil a sgwrs, post-nl",,删除您的个人资料和聊天、帖子,
on_site,On-site,On-site,Sur place,Sul posto,Vor Ort,Ter plaatse,In situ,Ar y safle-nl,,现场,
off_site,Off-site,Off-site,Hors site,Fuori sede,Außerhalb des Standorts,Buiten de locatie,Fuera del sitio,Oddi ar y safle-nl,,场外,
check_in,Check In,Check In,Enregistrement,Check-in,Einchecken,Inchecken,Registrarse,Gwiriwch In-nl,,报到,
check_out,Check Out,Check Out,Vérifier,Guardare,Kasse,Uitchecken,Verificar,Gwiriwch Allan-nl,,查看,
none,None,None,Aucun,Nessuno,Keiner,Geen,Ninguno,Dim-nl,,没有任何,
to_checkin_please_enable_geoFencing,"To checkin, Please enable GeoFencing or scan a QR code on reception.","To checkin, Please enable GeoFencing or scan a QR code on reception.","Pour vous enregistrer, veuillez activer le GeoFencing ou scanner un code QR à la réception.","Per effettuare il check-in, abilita il GeoFencing o scansiona un codice QR alla reception.",Aktivieren Sie zum Einchecken bitte GeoFencing oder scannen Sie einen QR-Code an der Rezeption.,"Om in te checken, schakelt u GeoFencing in of scant u een QR-code bij de receptie.","Para realizar el check-in, active el GeoFencing o escanee un código QR en recepción.","I gofrestru, galluogwch GeoFencing neu sganiwch god QR ar dderbynfa.-nl",,要办理入住手续，请启用地理围栏或扫描接待处的二维码。,
enable_background_location_to_checkin,Enable Background location to checkin automatically when you arrive on site.,Enable Background location to checkin automatically when you arrive on site.,Activez la localisation en arrière-plan pour vous enregistrer automatiquement lorsque vous arrivez sur le site.,Abilita la posizione in background per effettuare il check-in automatico quando arrivi sul posto.,"Aktivieren Sie den Hintergrundstandort, um automatisch einzuchecken, wenn Sie vor Ort ankommen.",Schakel Achtergrondlocatie in om automatisch in te checken wanneer u op de locatie aankomt.,Habilite la ubicación en segundo plano para registrarse automáticamente cuando llegue al sitio.,Galluogi lleoliad Cefndir i checkin yn awtomatig pan fyddwch yn cyrraedd ar site.-nl,,启用后台定位，当您到达现场时自动签到。,
dismiss,Dismiss,Dismiss,Rejeter,Congedare,Zurückweisen,Afwijzen,Despedir,Diswyddo-nl,,解雇,
never_show_again,Never Show Again,Never Show Again,Ne plus jamais montrer,Non mostrare mai più,Nie wieder anzeigen,Nooit meer tonen,No volver a mostrar,Byth Dangos Eto-nl,,不再显示,
overdue_payments,Overdue Payments,Overdue Payments,Paiements en retard,Pagamenti in ritardo,Überfällige Zahlungen,Achterstallige betalingen,Pagos vencidos,Taliadau Hwyr-nl,,逾期付款,
bookings_today,Bookings Today,Bookings Today,Réservations aujourd'hui,Prenotazioni oggi,Buchungen heute,Boekingen vandaag,Reservas hoy,Archebion Heddiw-nl,,今日预订,
last_seen,Last Seen,Last Seen,Vu pour la dernière fois,Ultimo accesso,Zuletzt gesehen,Laatst gezien,Visto por última vez,Gwelwyd diweddaf-nl,,上次上线,
membership,Membership,Membership,Adhésion,Iscrizione,Mitgliedschaft,Lidmaatschap,Afiliación,Aelodaeth-nl,,会员资格,
checked_in,Checked-in,Checked-in,Enregistré,Registrato,Eingecheckt,Ingecheckt,Registrado,Gwiriwyd-yn-nl,,已办理登机手续,
checked_out,Checked-out,Checked-out,Vérifié,Controllato,Ausgecheckt,Uitgecheckt,Revisado,Gwiriwyd-allan-nl,,已退房,
checked_in_by,Checked in by,Checked in by,Enregistré par,Registrato da,Eingecheckt von,Ingecheckt door,Registrado por,Gwiriwyd yn by-nl,,签到人,
visiting,Visiting,Visiting,Visite,Visitare,Besuchen,Bezoek,Visitante,Ymweld-nl,,参观,
off_site_s,Off-Site,Off-Site,Hors site,Fuori sede,Außerhalb des Standorts,Buiten het terrein,Fuera del sitio,Oddi ar y Safle-nl,,场外,
on_site_now,On-Site now,On-Site now,Sur place maintenant,Ora sul posto,Jetzt vor Ort,Nu ter plaatse,En el sitio ahora,Ar y Safle nawr-nl,,立即到场,
over_due,Over Due,Over Due,En retard,Scaduto,Überfällig,Verlopen,Atrasado,Dros Due-nl,,逾期,
edit_profile_image,Edit profile Image,Edit profile Image,Modifier l'image du profil,Modifica immagine del profilo,Profilbild bearbeiten,Profielafbeelding bewerken,Editar imagen de perfil,Golygu proffil Image-nl,,编辑个人资料图片,
your_profile_story,More Profile Images,More Profile Images,Plus d'images de profil,Altre immagini del profilo,Weitere Profilbilder,Meer profielafbeeldingen,Más imágenes de perfil,Eich stori proffil-nl,,更多个人资料图片,
your_bio,Your bio,Your bio,Votre biographie,La tua biografia,Ihre Biografie,Jouw biografie,Tu biografía,Eich bio-nl,,您的个人简介,
your_bio_here,"Your bio here, hi I am","Your bio here, hi I am","Votre bio ici, salut je suis","La tua biografia qui, ciao sono","Ihre Biografie hier, hallo, ich bin","Hier is je bio, hallo ik ben","Tu biografía aquí, hola soy yo","Eich bio yma, helo yr wyf yn-nl",,你的简历在这里，你好，我是,
some_job,Some job,Some job,Un peu de travail,Un po' di lavoro,Irgendein Job,Een baan,Algún trabajo,Rhyw swydd-nl,,一些工作,
student_at_someplace,Student at Someplace,Student at Someplace,Étudiant à Someplace,Studente presso Someplace,Student bei Someplace,Student op ergens,Estudiante en algún lugar,Myfyriwr yn Someplace-nl,,某地学生,
select_date_of_birth,Select Date of Birth,Select Date of Birth,Sélectionnez la date de naissance,Seleziona la data di nascita,Geburtsdatum auswählen,Selecteer geboortedatum,Seleccione fecha de nacimiento,Dewiswch Dyddiad Geni-nl,,选择出生日期,
currently_working,Currently working,Currently working,Je travaille actuellement,Attualmente lavoro,Derzeit arbeiten,Momenteel aan het werk,Actualmente trabajando,Ar hyn o bryd yn gweithio-nl,,目前工作,
select_currently_working _industry,"Select Currently working industry, choose max 3","Select Currently working industry, choose max 3","Sélectionnez le secteur d'activité actuellement en activité, choisissez-en 3 maximum","Seleziona il settore in cui lavori attualmente, scegline massimo 3","Wählen Sie die Branche aus, in der Sie derzeit arbeiten, und wählen Sie maximal 3 aus.","Selecteer de branche waarin u momenteel werkt, kies er maximaal 3","Seleccione la industria en la que trabaja actualmente, elija un máximo de 3","Dewiswch Diwydiant sy'n gweithio ar hyn o bryd, dewiswch uchafswm o 3-nl",,选择目前工作的行业，最多选择3个,
Currently_working_in,Currently Working in,Currently Working in,Je travaille actuellement dans,Attualmente lavoro in,Derzeit tätig in,Momenteel werkzaam in,Actualmente trabajando en,Ar hyn o bryd yn gweithio yn-nl,,目前工作于,
my_current_position_is,My Current Position is,My Current Position is,Mon poste actuel est,La mia posizione attuale è,Meine aktuelle Position ist,Mijn huidige positie is,Mi puesto actual es,Fy sefyllfa bresennol yw-nl,,我目前的职位是,
select_current_position,"Select current position, choose max 3","Select current position, choose max 3","Sélectionnez la position actuelle, choisissez max 3","Seleziona la posizione attuale, scegli max 3","Aktuelle Position auswählen, maximal 3 auswählen","Selecteer huidige positie, kies maximaal 3","Seleccione la posición actual, elija máximo 3","Dewiswch y sefyllfa bresennol, dewiswch uchafswm o 3-nl",,选择当前位置，最多选择 3,
current_position,current position,current position,position actuelle,posizione attuale,aktuelle Position,huidige positie,posición actual,sefyllfa bresennol-nl,,当前位置,
career_stage,Career stage,Career stage,Stade de carrière,Fase di carriera,Karrierestufe,Carrièrefase,Etapa de la carrera,Cam gyrfa-nl,,职业阶段,
